index,time,lat,lng,speed,busID
0,2017-07-01 07:08:51,13.832277,100.492883,0,0430005000LTYLTTYL122202467
1,2017-07-01 07:10:06,13.832247,100.492883,0,0430005000LTYLTTYL122202467
2,2017-07-01 07:11:06,13.832247,100.492853,0,0430005000LTYLTTYL122202467
3,2017-07-01 07:12:21,13.832247,100.492883,0,0430005000LTYLTTYL122202467
4,2017-07-01 07:13:21,13.832107,100.492943,0,0430005000LTYLTTYL122202467
5,2017-07-01 07:14:36,13.831637,100.492943,0,0430005000LTYLTTYL122202467
6,2017-07-01 07:15:36,13.831667,100.492943,0,0430005000LTYLTTYL122202467
7,2017-07-01 07:16:51,13.831667,100.492943,0,0430005000LTYLTTYL122202467
8,2017-07-01 07:19:06,13.831667,100.492943,0,0430005000LTYLTTYL122202467
9,2017-07-01 07:20:21,13.831667,100.492943,0,0430005000LTYLTTYL122202467
10,2017-07-01 07:22:06,13.831667,100.492943,0,0430005000LTYLTTYL122202467
11,2017-07-01 07:24:21,13.831667,100.492943,0,0430005000LTYLTTYL122202467
12,2017-07-01 07:25:21,13.831667,100.492943,0,0430005000LTYLTTYL122202467
13,2017-07-01 07:26:36,13.831667,100.492943,0,0430005000LTYLTTYL122202467
14,2017-07-01 07:27:36,13.831667,100.492943,0,0430005000LTYLTTYL122202467
15,2017-07-01 07:28:36,13.831667,100.492943,0,0430005000LTYLTTYL122202467
16,2017-07-01 07:29:51,13.831667,100.492943,0,0430005000LTYLTTYL122202467
17,2017-07-01 07:31:06,13.831667,100.492943,0,0430005000LTYLTTYL122202467
18,2017-07-01 07:32:06,13.831667,100.492943,0,0430005000LTYLTTYL122202467
19,2017-07-01 07:33:21,13.831667,100.492943,0,0430005000LTYLTTYL122202467
20,2017-07-01 07:34:21,13.831667,100.492943,0,0430005000LTYLTTYL122202467
21,2017-07-01 07:35:21,13.831667,100.492943,0,0430005000LTYLTTYL122202467
22,2017-07-01 07:36:36,13.831667,100.492943,0,0430005000LTYLTTYL122202467
