,ts,lat,lon,speed
0,2017-07-01 05:46:31,13.877527,100.45788,0
1,2017-07-01 05:47:31,13.877497,100.45788,0
2,2017-07-01 05:48:31,13.877497,100.45788,0
3,2017-07-01 05:49:31,13.877467,100.45788,1
4,2017-07-01 05:50:31,13.877497,100.45788,0
5,2017-07-01 05:51:16,13.877497,100.45786,0
6,2017-07-01 05:52:16,13.877497,100.45786,0
7,2017-07-01 05:53:16,13.877497,100.45786,0
8,2017-07-01 05:54:16,13.877527,100.45786,0
9,2017-07-01 05:55:16,13.877527,100.45786,0
10,2017-07-01 05:57:46,13.877527,100.45786,0
11,2017-07-01 05:58:31,13.877527,100.45786,0
12,2017-07-01 05:58:46,13.877527,100.45786,0
13,2017-07-01 06:00:16,13.877527,100.45786,0
14,2017-07-01 06:00:31,13.877527,100.45786,0
15,2017-07-01 06:00:31,13.877527,100.45786,0
16,2017-07-01 06:02:31,13.877527,100.45786,0
17,2017-07-01 06:03:16,13.877527,100.45786,0
18,2017-07-01 06:04:46,13.877527,100.45786,0
19,2017-07-01 06:05:46,13.877687,100.4578,4
20,2017-07-01 06:06:46,13.878247,100.45925,13
21,2017-07-01 06:07:31,13.874327,100.45947,27
22,2017-07-01 06:08:46,13.875887,100.45294,35
23,2017-07-01 06:09:31,13.878167,100.449743,63
24,2017-07-01 06:10:46,13.890833,100.45013,80
25,2017-07-01 06:11:46,13.90338,100.449553,80
26,2017-07-01 06:12:46,13.91547,100.45102,77
27,2017-07-01 06:13:46,13.926167,100.45286,71
28,2017-07-01 06:14:46,13.927687,100.45555,73
29,2017-07-01 06:15:46,13.925247,100.46638,80
30,2017-07-01 06:16:46,13.922467,100.478387,80
31,2017-07-01 06:17:46,13.919187,100.490663,80
32,2017-07-01 06:18:46,13.91013,100.499493,79
33,2017-07-01 06:19:46,13.90697,100.51019,78
34,2017-07-01 06:20:46,13.90602,100.520857,66
35,2017-07-01 06:22:46,13.899803,100.541583,68
36,2017-07-01 06:24:01,13.9053,100.543553,53
37,2017-07-01 06:25:01,13.91102,100.544803,42
38,2017-07-01 06:26:01,13.91294,100.55002,62
39,2017-07-01 06:27:01,13.916937,100.55194,22
40,2017-07-01 06:28:16,13.917137,100.55197,0
41,2017-07-01 06:29:16,13.917107,100.55194,0
42,2017-07-01 06:30:31,13.917107,100.55194,0
43,2017-07-01 06:31:31,13.917107,100.55194,0
44,2017-07-01 06:32:46,13.917107,100.55194,0
45,2017-07-01 06:33:46,13.917107,100.55194,0
46,2017-07-01 06:34:46,13.917107,100.55194,0
47,2017-07-01 06:35:46,13.917107,100.55191,0
48,2017-07-01 06:37:01,13.917107,100.55191,0
49,2017-07-01 06:38:01,13.917107,100.55191,0
50,2017-07-01 06:39:16,13.917107,100.55191,0
51,2017-07-01 06:40:16,13.917107,100.55191,0
52,2017-07-01 06:41:31,13.917107,100.55191,0
53,2017-07-01 06:42:31,13.917107,100.55191,0
54,2017-07-01 06:43:46,13.917107,100.55191,0
55,2017-07-01 06:44:46,13.917107,100.55191,0
56,2017-07-01 06:45:46,13.917107,100.55191,0
57,2017-07-01 06:46:46,13.917107,100.55191,0
58,2017-07-01 06:47:46,13.917107,100.55191,0
59,2017-07-01 06:49:01,13.917107,100.55191,0
60,2017-07-01 06:50:01,13.917107,100.55191,0
61,2017-07-01 06:51:01,13.917107,100.55191,0
62,2017-07-01 06:52:16,13.917107,100.55191,0
63,2017-07-01 06:53:16,13.917107,100.55191,0
64,2017-07-01 06:54:16,13.917107,100.55191,0
65,2017-07-01 06:55:16,13.91644,100.5515,21
66,2017-07-01 06:56:31,13.91113,100.55077,11
67,2017-07-01 06:57:31,13.91133,100.55241,0
68,2017-07-01 06:58:46,13.90955,100.552,12
69,2017-07-01 06:59:46,13.91058,100.546103,56
70,2017-07-01 07:01:01,13.91158,100.539993,6
71,2017-07-01 07:02:01,13.91086,100.538663,8
72,2017-07-01 07:03:16,13.90461,100.538103,37
73,2017-07-01 07:04:16,13.90083,100.538773,26
74,2017-07-01 07:05:31,13.898273,100.542583,54
75,2017-07-01 07:06:31,13.899103,100.542663,13
76,2017-07-01 07:07:46,13.90047,100.539133,8
77,2017-07-01 07:08:46,13.90191,100.535083,16
78,2017-07-01 07:10:01,13.90397,100.529357,35
79,2017-07-01 07:11:01,13.90483,100.526857,35
80,2017-07-01 07:12:16,13.90586,100.520917,45
81,2017-07-01 07:13:16,13.90638,100.51513,36
82,2017-07-01 07:14:31,13.90675,100.51091,51
83,2017-07-01 07:15:31,13.9073,100.50444,0
84,2017-07-01 07:16:46,13.9073,100.50441,0
85,2017-07-01 07:18:01,13.90816,100.5023,23
86,2017-07-01 07:19:01,13.90933,100.50041,32
87,2017-07-01 07:20:16,13.91161,100.497633,0
88,2017-07-01 07:23:01,13.91383,100.495583,0
89,2017-07-01 07:24:01,13.91413,100.495693,8
90,2017-07-01 07:25:16,13.91327,100.496523,4
91,2017-07-01 07:27:31,13.9083,100.50261,4
92,2017-07-01 07:28:31,13.90763,100.50391,32
93,2017-07-01 07:31:01,13.90663,100.51463,12
94,2017-07-01 07:32:01,13.9063,100.518497,34
95,2017-07-01 07:33:16,13.9058,100.524077,28
96,2017-07-01 07:34:16,13.9045,100.528437,31
97,2017-07-01 07:35:16,13.90311,100.532467,2
98,2017-07-01 07:36:31,13.90194,100.535773,7
