ลำดับป้ายรถเมล์,ชื่อภาษาไทย,ชื่อภาษาอังกฤษ,รายละเอียด,ละติจูด,ลองติจูด,ชื่ออ้างอิง,ชื่ออ้างอิงภาษาอังกฤษ
2612,ซอยคั่วพริกก่อนถึงแยกกรมศุลกากร,Soy Roasted peppers before the separate customs.,ถนนสุนทรโกษา,13.7154254326464,100.563771643032,ซอยคั่วพริก ก่อนถึงแยกกรมศุลกากร,Soy Roasted peppers before the separate customs
2613,ตรงข้ามนวธานี,nawa thani,ถนน เสรีไทย,13.7885520605958,100.67799377234,"ตรงข้ามนวธานี,นวธานี",nawa thani
2615,บริษัทพานาโซนิค,bo pha na sonik,ถนน เสรีไทย,13.7911449968061,100.680778075529,บริษัทพานาโซนิค,bo pha na sonik
2616,ตรงข้ามเรือนทองนิเวศน์,trongkham ruean thong niwet,ถนน เสรีไทย,13.7928024442205,100.684783780263,ตรงข้ามเรือนทองนิเวศน์,trongkham ruean thong niwet
2617,สุเหร่าแดงตรงข้ามมนตรีทรานสปอร์ต,surao daeng,ถนน เสรีไทย,13.7937353519638,100.687206693833,"สุเหร่าแดงตรงข้ามมนตรีทรานสปอร์ต,สุเหร่าแดง",surao daeng
2618,ศูนย์โตโยต้าเสรีไทย,trongkham sun toyota,ถนน เสรีไทย,13.794345772503,100.689210766174,"ศูนย์โตโยต้า เสรีไทย,ศูนย์โตโยต้า",trongkham sun toyota
2619,ปากทางเข้าสวนสยาม,pak thang suan sayam,ถนน เสรีไทย,13.7958406063919,100.692143671891,ปากทางเข้าสวนสยาม ถนนเสรีไทย,pak thang suan sayam
2620,หมู่บ้านเกษรา,muban ke sara,ถนน เสรีไทย,13.7965101742469,100.693699565876,หมู่บ้านเกษรา,muban ke sara
2621,ชุมชนเกาะจวน,Juan Islands Community,ถนน เสรีไทย,13.7973764946935,100.695786142475,"คลองหลอแหล,ชุมชนเกาะจวน",Juan Islands Community
2626,อาคารอินโดไทย,akhan in do thai,ถนน เสรีไทย,13.8076039585102,100.714944269174,อาคารอินโดไทย,akhan in do thai
2627,บริษัทสุขภัณฑ์เซ็นเตอร์,bo sukkhaphan sentoe,ถนน เสรีไทย,13.8103665726923,100.716343623132,"สุขภัณฑ์เซ็นเตอร์,ตรงโรงพยาบาลเสรีรักษ์",bo sukkhaphan sentoe
2628,"แยกมีนบุรี,ซอยตะเกียง",yaek min buri,ถนน สีหบุรานุกิจ  ,13.8127746659253,100.718925621671,"แยกมีนบุรี ซอยตะเกียง,แยกมีนบุรี ซอยกะเกียง",yaek min buri
2631,สำนักงานเขตมีนบุรี,Minburi District Office,ถนน สีหบุรานุกิจ  ,13.8135287862729,100.731659412374,"สำนักงานเขตมีนบุรี,สนง.เขตมีนบุรี",Minburi District Office
2633,"ตรงข้ามโรงเรียนพรสุดา,อู่สุวินทวงศ์เก่า",u su win thawong,ถนน สุวินทวงศ์,13.8193996492605,100.735099285844,"ตรงข้ามโรงเรียนพรสุดา, อู่สุวินทวงศ์เก่า,อู่สุวินทวงศ์เก่า",u su win thawong
2634,"หมู่บ้านพฤกษาบุรี,แยกถนนนิมิตรใหม่",Village Green Resort Separate Nimitmai,ถนน สุวินทวงศ์,13.8197063883959,100.738243458924,"หมู่บ้านพฤกษาบุรี,แยกถนนนิมิตรใหม่",Village Green Resort Separate Nimitmai
2637,ซอยหมู่บ้านจันทร์บัวสวย,soi muban chan bua sai,ถนน สุวินทวงศ์,13.815853,100.7483101,หมู่บ้านจันทร์บัวสาย,soi muban chan bua sai
2638,บริษัทมิตซูแยกถนนราษฎร์อุทิศ,yaek thanon rat uthit - su win thawong,ถนน สุวินทวงศ์,13.816120585929,100.751420058754,"บริษัทมิตซูแยกถนนราษฎร์อุทิศ,แยกถนนราษฎร์อุทิศ-สุวินทวงศ์",yaek thanon rat uthit - su win thawong
2639,"บริษัทโอสถสภา,ซอยสุวินทวงศ์ 26","Osotspa, Suwinthawong 26.",ถนน สุวินทวงศ์,13.8138181854716,100.768401801117,"บริษัท โอสถสภา,สุวินทวงศ์ 26,สุวินทวงศ์ 26","Osotspa, Suwinthawong 26"
2640,สุเหร่าบ้านเกราะ,"Armor minaret ban ,Opposite the gas pump PTT, opposite the village of infinite harmony.",ถนน สุวินทวงศ์,13.8129576724189,100.777221525121,"สุเหร่าบ้านเกราะ,ตรงข้ามปัมกา๊ซ ปตท.,หมู่บ้านอนันต์สามัคคี","Armor minaret ban ,Opposite the gas pump PTT, opposite the village of infinite harmony.,"
2641,"ซอยบึงใหญ่,ตรงข้ามหมู่บ้านคุ้มเกล้า(ขาออก)","Big Swamp Road, opposite the village Khumklao.",ถนน สุวินทวงศ์,13.812449804776,100.781880402581,"ซอยบึงใหญ่,ตรงข้ามหมู่บ้านคุ้มเกล้า(ขาออก),หมู่บ้านคุ้มเกล้า","Big Swamp Road, opposite the village Khumklao"
2642,ตรงข้ามหมู่บ้านปรีชา(สุวินทวงศ์),muban pricha ( su win thawong ),ถนน สุวินทวงศ์,13.8118083083094,100.788443464895,หมู่บ้านปรีชา(สุวินทวงศ์),muban pricha ( su win thawong )
2643,"ชุมชนทองสงวน,ปากซอยสุวินทวงศ์ 13,หมู่บ้านสุวินทวงศ์","Community gold reserves, Soi Suwinthawong 13, village Suwinthawong.",ถนน สุวินทวงศ์,13.8115473976862,100.791815025285,"ชุมชนทองสงวน,ปากซอยสุวินทวงศ์13,หมู่บ้านสุวินทวงศ์","Community gold reserves, Soi Suwinthawong 13, village Suwinthawong"
2644,บริษัทซีพีตรงข้ามซอยสุวินทวงศ์ 38,soi su win thawong 38,ถนน สุวินทวงศ์,13.8109615547596,100.796964174361,"บริษัทซีพี,ตรงข้ามซอยสุวินทวงศ์ 38",soi su win thawong 38
2645,"ตรงข้ามวัดใหม่ลำนกแขวก,การไฟฟ้าย่อยหนองจอก,วินเซอร์ปาร์คแอนค์กอล์ฟคลับ","Opposite Wat Lam Khwaek birds, the electricity sub Chok.",ถนน สุวินทวงศ์,13.8098654668181,100.808525459585,"ตรงข้ามวัดใหม่ลำนกแขวก,การไฟฟ้าย่อยหนองจอก,วินเซอร์ปาร์คแอนค์กอล์ฟคลับ","Opposite Wat Lam Khwaek birds, the electricity sub Chok"
2646,หมู่บ้านภัสสร10,muban phatson 10,ถนน สุวินทวงศ์,13.8089770646652,100.817785397638,หมู่บ้านภัสสร 10,"muban phatson 10,"
2647,"หมู่บ้านกฤษณา,ซอยสุวินทวงศ์ 23",muban kritsana ( su win thawong ),ถนน สุวินทวงศ์,13.808502823278,100.822478957288,"หมู่บ้านกฤษณา สุวินทวงศ์ซอย 23,หมู่บ้านกฤษณา(สุวินทวงศ์)",muban kritsana ( su win thawong )
2648,หมู่บ้านซื่อตรง(สุวินทวงศ์),muban suetrong ( su win thawong ),ถนน สุวินทวงศ์,13.8075288551591,100.834336055432,หมู่บ้านซื่อตรง(สุวินทวงศ์),muban suetrong ( su win thawong )
2649,ซอยเชื่อมสัมพันธ์ 26,soi chueam samphan 26,ถนน เชื่อมสัมพันธ์,13.8152915370482,100.841917562385,ซอยเชื่อมสัมพันธ์ 26,soi chueam samphan 26
2650,"หมู่บ้านพนาสนธ์วิลล่า,ซอยเชื่อมสัมพันธ์ 24","Black Forest village of South Cave, Soi 24 bridged.",ถนน เชื่อมสัมพันธ์,13.8172467876068,100.842913822704,"หมู่บ้านพนาสนธ์วิลล่า,ซอยเชื่อมสัมพันธ์ 24","Black Forest village of South Cave, Soi 24 bridged"
2651,"ซอยลำอีรั้ว,ซอยเชื่อมสัมพันธ์ 22","Lam's alley fence, Soi 22 bridged.",ถนน เชื่อมสัมพันธ์,13.8205666793939,100.844656221839,"ซอยลำอีรั้ว,ซอยเชื่อมสัมพันธ์ 22","Lam's alley fence, Soi 22 bridged"
2652,"ซอยเชื่อมสัมพันธ์ 14,ตรงข้ามหมู่บ้านพิบูลทรัพย์","SOI bonding 14, opposite the village P. agents.",ถนน เชื่อมสัมพันธ์,13.8236767251533,100.846265355125,"ซอยเชื่อมสัมพันธ์ 14,ตรงข้ามหมู่บ้านพิบูลทรัพย์","SOI bonding 14, opposite the village P. agents"
2653,โรงเรียนฝึกอาชีพกรุงเทพฯ(หนองจอก),rongrian fuek achip krungthep paiyannoi ( nong chok ),ถนน เชื่อมสัมพันธ์,13.8289813110043,100.848935038638,โรงเรียนฝึกอาชีพกรุงเทพ ฯ(หนองจอก),rongrian fuek achip krungthep paiyannoi ( nong chok )
2654,ซอยเชื่อมสัมพันธ์ 6,soi chueam samphan 6,ถนน เชื่อมสัมพันธ์,13.8384597542757,100.853816677363,ซอยเชื่อมสัมพันธ์ 6,soi chueam samphan 6
2655,มหาวิทยาลัยเทคโนโลยีมหานคร(ถนนเชื่อมสัมพันธ์ขาออก),mahawitthayalai theknoloyi mahanakhon,ถนน เชื่อมสัมพันธ์,13.842710847348,100.856019579438,มหาวิทยาลัยเทคโนโลยีมหานคร,mahawitthayalai theknoloyi mahanakhon
2656,"มหานครเมนชั่น,ศูนย์ฝึกอบรมสถาบันพัฒนาข้าราชการกรุงเทพฯ","Greater Dimension Training Center, Institute officials Bangkok.",ถนน เชื่อมสัมพันธ์,13.8463210072242,100.857993898754,"มหานครเมนชั่น,ศูนย์ฝึกอบรมสถาบันพัฒนาข้าราชการกรุงเทพฯ","Greater Dimension Training Center, Institute officials Bangkok"
2657,"เทสโก้โลตัสหนองจอก,สำนักงานสรรพากรหนองจอก","Lotus Nong, Chok Revenue Agency",ถนน เชื่อมสัมพันธ์,13.8516716308842,100.860767602484,"โลตัสหนองจอก,สำนักงานสรรพากรหนองจอก","Lotus Nong, Chok Revenue Agency"
2658,โรงเรียนมัธยมหนองจอก, nongchok school,ถนน เลียบวารี,13.8553679580226,100.861055301603,"โรงเรียนมัธยมหนองจอก,ตรงข้ามวัดหนองจอก", nongchok school
2659,วัดหนองจอก,wat nong chok,ถนน เลียบวารี,13.8557092,100.8602151,วัดหนองจอก,wat nong chok
2660,"ตรงข้ามเทสโก้โลตัสหนองจอก,สำนักงานสรรพากรหนองจอก,บ.ส.เชื่อมสัมพันธิ์","Chok opposite Lotus , Revenue Office, Nong Chok, CO. In. Connect Interview thousand grant.",,13.8519554558762,100.861173259086,"ตรงข้ามโลตัสหนองจอก,สำนักงานสรรพากรหนองจอก,บ.ส.เชื่อมสัมพันธิ์,สำนักงานสรรพากรหนองจอก","Chok opposite Lotus , Revenue Office, Nong Chok, CO. In. Connect Interview thousand grant.,"
2661,ตรงข้ามศูนย์ฝึกอบรมสถาบันพัฒนาข้าราชการกรุงเทพฯ,sun fuek-oprom sathaban phatthana kharatchakan krungthep paiyannoi,ถนน เชื่อมสัมพันธ์,13.8464495722376,100.858314614895,ตรงข้ามศูนย์ฝึกอบรมสถาบันพัฒนาข้าราชการกรุงเทพฯ,sun fuek-oprom sathaban phatthana kharatchakan krungthep paiyannoi
2662,มหาวิทยาลัยเทคโนโลยีมหานคร,mahawitthayalai theknoloyi mahanakhon,ถนน เชื่อมสัมพันธ์,13.8425808215429,100.856326072044,มหาวิทยาลัยเทคโนโลยีมหานคร,mahawitthayalai theknoloyi mahanakhon
2663,ตรงข้ามซอยเชื่อมสัมพันธ์ 6,soi chueam samphan 6,ถนน เชื่อมสัมพันธ์,13.8383213263109,100.854115930132,ซอยเชื่อมสัมพันธ์ 6,soi chueam samphan 6
2664,ตรงข้ามโรงเรียนฝึกอาชีพกรุงเทพฯ(หนองจอก),rongrian fuek achip krungthep paiyannoi ( nong chok ),ถนน เชื่อมสัมพันธ์,13.8288475646023,100.849299372778,โรงเรียนฝึกอาชีพกรุงเทพฯ(หนองจอก),rongrian fuek achip krungthep paiyannoi ( nong chok )
2665,ซอยหมู่บ้านพิบูลทรัพย์,soi muban phibun sap,ถนน เชื่อมสัมพันธ์,13.8235088009697,100.846513829124,ซอยหมู่บ้านพิบูลทรัพย์,soi muban phibun sap
2666,ซอยเชื่อมสัมพันธ์ 29,soi chueam samphan 29,ถนน เชื่อมสัมพันธ์,13.8205658454878,100.844991835544,ซอยเชื่อมสัมพันธ์ 29,soi chueam samphan 29
2667,ตรงข้ามหมู่บ้านพนาสนธ์วิลล่า,trongkham muban phana sana win la,ถนน เชื่อมสัมพันธ์,13.8172064746926,100.843253388207,ตรงข้ามหมู่บ้านพนาสนธ์วิลล่า,trongkham muban phana sana win la
2668,"โรงฟักไข่,ตรงข้ามซอยเชื่อมสัมพันธ์ 26","Hatcheries, opposite Soi 26 bridged.",ถนน เชื่อมสัมพันธ์,13.814353292825,100.842092914895,"โรงฟักไข่,ตรงข้ามซอยเชื่อมสัมพันธ์ 26,ซอยเชื่อมสัมพันธ์26","Hatcheries, opposite Soi 26 bridged"
2669,"หมู่บ้านซื่อตรง(สุวินทวงศ์),โรงเรียนนายเรือ","Village Singles (Suwinthawong), the Naval Academy.",ถนน สุวินทวงศ์,13.8071326399491,100.833874842611,"หมู่บ้านซื่อตรง(สุวินทวงศ์),โรงเรียนนายเรือ","Village Singles (Suwinthawong), the Naval Academy"
2670,หมู่บ้านกฤษณา(สุวินทวงศ์),muban kritsana ( su win thawong ),ถนน สุวินทวงศ์,13.808112566141,100.82246130857,หมู่บ้านกฤษณา(สุวินทวงศ์),muban kritsana ( su win thawong )
2671,ตรงข้ามหมู่บ้านภัสสร 10,trongkham muban phatson 10,ถนน สุวินทวงศ์,13.8086814737484,100.817311792603,ตรงข้ามหมู่บ้านภัสสร 10,trongkham muban phatson 10
2672,การไฟฟ้าย่อยหนองจอก,kan faifa yoi nong chok,ถนน สุวินทวงศ์,13.8094915608378,100.808647508958,การไฟฟ้าย่อยหนองจอก,kan faifa yoi nong chok
2673,"ซอยสุวินทวงศ์ 38,ตรงข้ามบริษัทซีพี","Opposite CPF2, opposite Soi Suwinthawong 38.",ถนน สุวินทวงศ์,13.8106234343671,100.797300354901,"ตรงข้ามบริษัทซีพี,ซอยสุวินทวงศ์ 38","Opposite CP, opposite Soi Suwinthawong 38"
2674,ตรงข้ามชุมชนทองสงวน,"Gold reserves across communities, across from Soi Suwinthawong 13, village Suwinthawong.",ถนน สุวินทวงศ์,13.8111705150467,100.791757017187,"ตรงข้ามชุมชนทองสงวน,หมู่บ้านสุวินทวงศ์","Gold reserves across communities, across from Soi Suwinthawong 13, village Suwinthawong"
2675,หมู่บ้านปรีชา(สุวินทวงศ์),muban pricha ( su win thawong ),ถนน สุวินทวงศ์,13.8114807612599,100.788437592757,หมู่บ้านปรีชา(สุวินทวงศ์),muban pricha ( su win thawong )
2676,"ซอยบึงใหญ่,หมู่บ้านคุ้มเกล้า","Big Swamp Road, opposite the village Khumklao.",ถนน สุวินทวงศ์,13.8120788923307,100.782076347554,"ซอยบึงใหญ่, หมู่บ้านคุ้มเกล้า","Big Swamp Road, opposite the village Khumklao"
2677,หมู่บ้านอนันต์สามัคคี,muban anan samakkhi,ถนน สุวินทวงศ์,13.8126287249979,100.777239732348,หมู่บ้านอนันต์สามัคคี,muban anan samakkhi
2678,ซอยสุวินทวงศ์ 28,su win thawong 28,ถนน สุวินทวงศ์,13.8134454709608,100.768385095912,สุวินทวงศ์ 28,su win thawong 28
2679,ตรงข้ามบริษัท สุธีการโยธา จำกัด,Road Liabvaree right partner,ถนน สุวินทวงศ์,13.8149467809648,100.754025987847,"ถนนเลียบวารี คู้ขวา,แยกถนนราษฎร์อุทิศ-สุวินทวงศ์",Road Liabvaree right partner
2680,ตรงข้ามซอยหมู่บ้านจันทร์บัวสวย,soi muban chan bua sai,ถนน สุวินทวงศ์,13.8154853,100.7485346,"ตรงข้ามซอยหมู่บ้านจันทร์บัวสวย,ตรงข้ามซอยหมู่บ้านจันทร์บัวสาย",soi muban chan bua sai
2681,แยกสุวินทวงศ์-รามคำแหง,yaek su win thawong - ram kham ngae,ถนน สุวินทวงศ์,13.816600727758,100.744055922615,แยกสุวินทวงศ์-รามคำแหง,yaek su win thawong - ram kham ngae
2683,แยกร่มเกล้า-สุวินทวงศ์,Romklao-Suwintawong,ถนน สุวินทวงศ์,13.8191781427875,100.73539415375,แยกร่มเกล้า-สุวินทวงศ์,Romklao-Suwintawong
2684,เรือนจำพิเศษมีนบุรี,rueancham phiset min buri,ถนน สุวินทวงศ์,13.8189096584271,100.732660055785,เรือนจำพิเศษมีนบุรี,rueancham phiset min buri
2685,โรงพยาบาลเสรีรักษ์,rongphayaban seri rak,ถนน เสรีไทย,13.8106616254519,100.716834957908,โรงพยาบาลเสรีรักษ์,rongphayaban seri rak
2686,ซอยเสรีไทย 68 แยก 1,soi serithai 68 yak 1,ถนน เสรีไทย,13.808235970582,100.715344494857,หมู่บ้านพนาสนธิ์,muban phana son
2687,บริษัทสหยูเนี่ยน,bo saha yu nian,ถนน เสรีไทย,13.8014372503408,100.705843670257,บ.สหยูเนี่ยน,bo saha yu nian
2688,ตรงข้ามบริษัทยำยำ,trongkham bo yam yam ( serithai 58),ถนน เสรีไทย,13.8015687539019,100.70541893771,ตรงข้ามบริษัท.ยำยำ เสรีไทย 58,trongkham bo yam yam ( serithai 58)
2689,"บริษัทฮอนด้าบางชัน,ซอยเสรีไทย 56",bo hon da bang chan ( serithai 56),ถนน เสรีไทย,13.7991641093406,100.700657852224,บ.ฮอนด้าบางชัน (เสรีไทย 56),bo hon da bang chan ( serithai 56)
2690,โรงเรียนทรงวิทย์,rongrian song wit,ถนน เสรีไทย,13.7982704411149,100.69840885962,โรงเรียนทรงวิทย์,rongrian song wit
2691,ตรงข้ามชุมชนเกาะจวน,khlong lo lae,ถนน เสรีไทย,13.7973400312474,100.695848039558,ตรงข้ามชุมชนเกาะจวน,khlong lo lae
2692,ตรงข้ามหมู่บ้านเกษรา,trongkham muban ke sara,ถนน เสรีไทย,13.7962107315321,100.693583980273,ตรงข้ามหมู่บ้านเกษรา,trongkham muban ke sara
2693,ตรงข้ามปากทางสวนสยาม,trongkham pak thang suan sayam,ถนน เสรีไทย,13.7954114346026,100.691857878744,ตรงข้ามปากทางสวนสยาม,trongkham pak thang suan sayam
2694,สุเหร่าแดง,surao daeng,ถนน เสรีไทย,13.7935694853202,100.687132969275,สุเหร่าแดง,surao daeng
2695,เรือนทองนิเวศน์,ruean thong niwet,ถนน เสรีไทย,13.7925111565542,100.684951408931,เรือนทองนิเวศน์,ruean thong niwet
2696,ตรงข้ามบริษัทพานาโซนิค,trongkham bo pha na sonik,ถนน เสรีไทย,13.7908333101513,100.68090965547,"ตรงข้ามบริษัทพานาโซนิค,ตรงข้ามบ.พานาโซนิค",trongkham bo pha na sonik
2698,แยกบางนา(บางนา-ตราดขาออก),yaek bang na,ถนน บางนา-ตราด,13.6733282704525,100.608529188145,แยกบางนา(บางนา-ตราด ขาออก),yaek bang na
2699,ตรงข้ามไบเทคบางนา,"opposit, baitekbangna",ถนน บางนา-ตราด,13.6723314074294,100.613510352892,"ตรงข้ามไบเทคบางนา,ตรงข้ามโรงเรียนพณิชยการบางนา,ไบเทคบางนา","opposit, baitekbangna"
2700,ตรงข้าม 13 เหรียญรีสอร์ท,trongkham 13 rian riso,ถนน บางนา-ตราด,13.67075737,100.62124986,ตรงข้าม 13 เหรียญรีสอร์ท,trongkham 13 rian riso
2701,ซอยบางนา-ตราด 15,soi bang na - trat 15,ถนน บางนา-ตราด,13.6701605867499,100.624656440695,บางนา-ตราด 15,bang na - trat 15
2702,ซอยบางนา-ตราด 19,soi bang na - trat 19,ถนน บางนา-ตราด,13.66890896,100.63077317,บางนา-ตราด 19,bang na - trat 19
2703,เซ็นทรัลบางนา,Central Bangna,ถนน บางนา-ตราด ขาออก,13.6683292278175,100.634484104893,"เซ็นทรัลบางนา,Central บางนา,สวนน้ำลีโอแลนด์,บิ๊กซีบางนา,BigC บางนา","Central Bangna,Leo Land Water Park,BigC Bangna"
2704,"โรงพยาบาลไทยนครินทร์,บางนา-ตราด27","Thainakarin Hospital,bang na - trat 27",ถนน บางนา-ตราด,13.6672350992777,100.6392469975,"โรงพยาบาลไทยนครินทร์,บางนา-ตราด 27","Thainakarin Hospital,bang na - trat 27"
2705,"ศรีเอี่ยม,ตรงข้ามเคหะบางนา",samnakngan khet bang na,ถนน บางนา-ตราด,13.6665524405062,100.642698833846,"ศรีเอี่ยม,ตรงข้ามเคหะบางนา,สำนักงานเขตบางนา,ตรงข้ามเคหะบางนา",samnakngan khet bang na
2706,"ซอยบางนา-ตราด 19,กม.4","soi bang na - trat 35,kormor 4",ถนน บางนา-ตราด,13.665809491964,100.646443029676,"กม.4,โรงแรมเมเปิ้ล",kormor 4
2707,"พาร์คแลนด์,อินเด็กซ์ลิฟวิ่งมอร์ บางนา","parkland, Index Living Mall ",ถนน บางนา-ตราด,13.6648721674715,100.651265405396,"พาร์คแลนด์,อินเด็กซ์ลิฟวิ่งมอร์ สาขาบางนา,เทคโนเปรมฤทัย,อินเด็กซ์ลิฟวิ่งมอร์ สาขาบางนา","parkland, Index Living Mall "
2708,"สำนักงานสรรพากรพื้นที่บางพลี,เปรมฤทัย","The revenue department office bangplee, Premruthai",ถนน บางนา-ตราด,13.6635674088015,100.657374507408,"สำนักงานสรรพากรพื้นที่บางพลี, เปรมฤทัย","The revenue department office bangplee, Premruthai"
2709,"บริษัท HKS Thailand,ตรงข้ามบางนาทาวเวอร์",na borisat HKS Thailand,ถนน บางนา-ตราด,13.6614149254806,100.662005379934,"หน้าบริษัท HKS Thailand, ตรงข้ามบางนาทาวเวอร์",na borisat HKS Thailand
2710,ตรงข้ามโรงพยาบาลปิยะมินทร์,ropchut pi ya min,ถนน บางนา-ตราด,13.6584884727124,100.66737300174,"โรงพยาบาลปิยะมินทร์,รพ. ปิยะมินทร์",ropchut pi ya min
2712,ตรงข้ามโรงเรียนราชวินิตบางแก้ว,rongrian rat winit bang kaeo,ถนน บางนา-ตราด,13.6542278199837,100.674987837608,"ตรงข้ามโรงเรียนราชวินิตบางแก้ว,โรงเรียนราชวินิตบางแก้ว",rongrian rat winit bang kaeo
2713,เทสโก้โลตัส บางนา-ตราด,Tescolotus bangna-trad,ถนน บางนา-ตราด,13.6523927293408,100.678290807853,"เทสโก้โลตัส บางนา-ตราด,ม. รามคำแหง 2",Tescolotus bangna-trad
2714,ตรงข้ามบางพลีไดร์ฟวิงแลนจ์,trongkham bang phli dai wing laen,ถนน บางนา-ตราด,13.6454714,100.69093321,ตรงข้ามบางพลีไดร์ฟวิงแลนจ์,trongkham bang phli dai wing laen
2715,ตรงข้ามซอยมหาชัย,trongkham soi mahachai,ถนน บางนา-ตราด,13.6416040755721,100.697830033703,ตรงข้ามซอยมหาชัย,trongkham soi mahachai
2716,ตลาดกิ่งแก้ว,Kingkaew Market,ถนน บางนา-ตราด,13.63402946,100.71135212,ตลาดกิ่งแก้ว,Kingkaew Market
2717,ตรงข้ามซอยสุขาภิบาล 6,trongkham soi sukhaphiban 6,ถนน บางนา-ตราด,13.62968364,100.71930473,ตรงข้ามซอยสุขาภิบาล 6,trongkham soi sukhaphiban 6
2718,แยกตัด ถนนบางนา-ตราด,yaek tatthanon bang na - trat,ถนน บางนา-ตราด,13.62249196,100.73488619,แยกตัดถนนบางนา-ตราด,yaek tatthanon bang na - trat
2719,บางโฉลง,bang cho long,ถนน บางนา-ตราด,13.61878515,100.74302689,บางโฉลง,bang cho long
2720,มหาวิทยาลัยหัวเฉียวเฉลิมพระเกียรติ,mahawitthayalai hua chiao chaloemphrakiat,ถนน บางนา-ตราด,13.611406328391,100.759822441617,มหาวิทยาลัยหัวเฉียวเฉลิมพระเกียรติ,mahawitthayalai hua chiao chaloemphrakiat
2721,ซอยร่วมใจ,soi ruamchai,ถนน บางนา-ตราด,13.60862934,100.76735447,ซอยร่วมใจ,soi ruamchai
2722,ร้านอาหารธัญรส,ran ahan than rot,ถนน บางนา-ตราด,13.60668582,100.77271696,ร้านอาหารธัญรส,ran ahan than rot
2723,เตียกุ่ยฮวด อินเตอร์กรุ๊ป,tiakuyhuad intergroup,ถนน บางนา-ตราด,13.60527274,100.7766281,หน้าโรงงาน,na rongngan
2724,โรงงานบริษัทดีแซดการ์ด,na rongngan,ถนน บางนา-ตราด,13.60445803,100.77893628,"หน้าโรงงาน บริษัท ดีแซดการ์ด,หน้าโรงงาน",na rongngan
2725,บริษัท เอส.อี.-เอ็ดดิวเคชั่น,SE-EDUCATION company,ถนน บางนา-ตราด,13.60188865,100.78611312,หน้าบริษัท SE-EDUCATION,na borisat SE-EDUCATION
2726,บริษัทไทยซีเซ็นเตอร์,na borisat thai si sentoe,ถนน บางนา-ตราด,13.5981627,100.79641064,หน้าบริษัทไทยซีเซ็นเตอร์,na borisat thai si sentoe
2727,ตรงข้ามโรงพยาบาลบางนา 2,trongkham rongphayaban bang na 2,ถนน บางนา-ตราด,13.59481507,100.80598814,ตรงข้ามโรงพยาบาลบางนา 2,trongkham rongphayaban bang na 2
2728,ตรงข้ามโรงงานซิกมาร์แอนฮาร์ด,trongkham rongngan sik ma aen ha,ถนน เข้าการเคหะบางพลี,13.59122612,100.80372413,ตรงข้ามโรงงานซิกมาร์แอนฮาร์ด,trongkham rongngan sik ma aen ha
2729,ตรงข้ามหน้าธนาคารไทยพาณิชย์,na thanakhan thaiphanit,ถนน เข้าการเคหะบางพลี,13.5828767,100.79696575,"ตรงข้ามหน้าธนาคารไทยพาณิชย์,หน้าธนาคารไทยพาณิชย์",na thanakhan thaiphanit
2730,ตรงข้ามทางเข้าการเคหะบางพลีป้าย 1,na thangkhao kan kheha bang phli pai 1,ถนน เข้าการเคหะบางพลี,13.5597389837352,100.779769434767,"ตรงข้ามทางเข้าการเคหะบางพลี ป้าย 1,หน้าทางเข้าการเคหะบางพลี ป้าย 1",na thangkhao kan kheha bang phli pai 1
2731,การเคหะบางพลีป้าย 1,na thangkhao kan kheha bang phli pai 1,ถนน เข้าการเคหะบางพลี,13.55985082,100.77971788,หน้าทางเข้าการเคหะบางพลี ป้าย 1,na thangkhao kan kheha bang phli pai 1
2732,ตรงข้ามโรงงานสวอนอินดัสตรี,trongkham rongngan sawon indatsatri,ถนน เข้าการเคหะบางพลี,13.58587745,100.79928762,ตรงข้ามโรงงานสวอนอินดัสตรี,trongkham rongngan sawon indatsatri
2733,ซอยโรงงานซิกมาร์แอนฮาร์ด,soi rongngan sik ma aen ha,ถนน เข้าการเคหะบางพลี,13.59130658,100.80357741,ซอยโรงงานซิกมาร์แอนฮาร์ด,soi rongngan sik ma aen ha
2734,โรงพยาบาลบางนา 2,rongphayaban bang na 2,ถนน เข้าการเคหะบางพลี,13.59461162,100.80480129,โรงพยาบาลบางนา 2,rongphayaban bang na 2
2735,บริษัทวิจิตราภรณ์รังสี,na borisat wi chittra phon rangsi,ถนน บางนา-ตราด,13.59787871,100.79550464,หน้าบริษัทวิจิตราภรณ์รังสี,na borisat wi chittra phon rangsi
2736,ตรงข้ามบริษัทไทยยามาฮ่ามอเตอร์,trongkham borisat thai ya ma ha motoe,ถนน บางนา-ตราด,13.60009538,100.78929983,ตรงข้ามบริษัทไทยยามาฮ่ามอเตอร์,trongkham borisat thai ya ma ha motoe
2737,ตรงข้ามบริษัทSE-EDUCATION,trongkham borisat SE-EDUCATION,ถนน บางนา-ตราด,13.6011546903281,100.78644081784,ตรงข้ามบริษัท SE-EDUCATION,trongkham borisat SE-EDUCATION
2738,ตรงข้ามร้านอาหารธัญรส,trongkham ran ahan than rot,ถนน บางนา-ตราด,13.60625009,100.77211454,ตรงข้ามร้านอาหารธัญรส,trongkham ran ahan than rot
2739,ตรงข้ามซอยร่วมใจ,trongkham soi ruamchai,ถนน บางนา-ตราด,13.6082662731754,100.766829618296,ตรงข้ามซอยร่วมใจ,trongkham soi ruamchai
