ลำดับป้ายรถเมล์,ชื่อภาษาไทย,ชื่อภาษาอังกฤษ,รายละเอียด,ละติจูด,ลองติจูด,ชื่ออ้างอิง,ชื่ออ้างอิงภาษาอังกฤษ
1154,ซอยหมู่บ้านลานทอง,soi muban lan thong,ถนน ติวานนท์,13.9191870483574,100.517415423284,ซอยหมู่บ้านลานทอง,"soi muban lan thong,"
1155,สุขาประชาสวรรค์ 3 ซอย 26,su kha pracha sawan 3 soi 26,ถนน ติวานนท์,13.9242871241211,100.523580966483,สุขาประชาสวรรค์ 3 ซอย 26,"su kha pracha sawan 3 soi 26,"
1156,ติวานนท์-ปากเกร็ด 34(ขาออก),ti wa non - pak kret 34,ถนน ติวานนท์,13.9279624837285,100.527905011309,ติวานนท์-ปากเกร็ด 34(ขาออก),"ti wa non - pak kret 34,"
1157,ตรงข้ามหมู่บ้านเมืองทองธานี,muban mueang thong thani,ถนน ติวานนท์,13.9302194262751,100.530662917211,"ตรงข้ามหมู่บ้านเมืองทองธานี,หมู่บ้านเมืองทองธานี","muban mueang thong thani,"
1158,หมู่บ้านมิตรประชา,muban mit pracha,ถนน ติวานนท์,13.9370825365852,100.538874391191,หมู่บ้านมิตรประชา,"muban mit pracha,"
1159,วัดช่องลมนนทบุรี,wat chong lom nonthaburi,ถนน สะพานนนทบุรี-บางบัวทอง,13.9455413274659,100.53694411939,วัดช่องลมนนทบุรี,"wat chong lom nonthaburi,"
1160,บริษัทเสริมสุขนนทบุรี(ขาออก),borisat soem suk nonthaburi,ถนน สะพานนนทบุรี-บางบัวทอง,13.9515388217387,100.530869394683,"บริษัทเสริมสุขนนทบุรี(ขาออก),บริษัทเสริมสุขนนทบุรี","borisat soem suk nonthaburi,"
1161,วัดบางนางบุญ,wat bang nang bun,ถนน สะพานนนทบุรี-บางบัวทอง,13.9565334820789,100.525796391323,วัดบางนางบุญ,"wat bang nang bun,"
1162,สนามกอล์ฟAngle,sanam kop Angle,ถนน สะพานนนทบุรี-บางบัวทอง,13.9582818332419,100.519224180087,สนามกอล์ฟ Angle,"sanam kop Angle,"
1163,โรงเรียนพิทักษ์นครินทร์,pithak nakkarin school,ถนน สะพานนนทบุรี-บางบัวทอง,13.9610270387381,100.517584008315,โรงเรียนพิทักษ์นครินทร์,"pithak nakkarin school,"
1164,โรงเรียนโกลบอลอินเดียนนานาชาติ,golbon india international school,ถนน สะพานนนทบุรี-บางบัวทอง,13.9651413401377,100.527898388649,โรงเรียนโกลบอลอินเดียนนานาชาติ,"golbon india international school,"
1165,ซอยวัดชินวราราม,soi wat chinwararam,ถนน สะพานนนทบุรี-บางบัวทอง,13.965596038818,100.530406061382,ซอยวัดชินวราราม,"soi wat chinwararam,"
1166,ซอยบ่อตะขาบ,soi bortapob,ถนน บางบัวทอง-บางพูน,13.9749234919187,100.577174079983,ซอยบ่อตะขาบ,"soi bortapob,"
1167,ถนนเลียบคลองเปรม(ขาเข้า),liap klong prem Rd.,ถนน รังสิต-ปทุมธานี,13.9856481976829,100.598067192985,"ถนนเลียบคลองเปรม(ขาเข้า),ถนนเลียบคลองเปรม","liap klong prem Rd.,"
1170,ตรงข้ามวัดเทพลีลา,trongkham wat thepleela,ซอย รามคำแหง 39,13.7589188147423,100.613844584318,ตรงข้ามวัดเทพลีลา,"trongkham wat thepleela,"
1171,ชุมชนรุ่งมณีพัฒนา,chumchon rungmanee pattana,ถนน ประชาอุทิศ ซอยเทพลีลา,13.7606321203698,100.611302098787,ชุมชนรุ่งมณีพัฒนา,"chumchon rungmanee pattana,"
1172,หมูกระทะ,moo kratha,ถนน ประชาอุทิศ ซอยเทพลีลา,13.7613201755977,100.609624420845,หมูกระทะ,"moo kratha,"
1173,วิทยาลัยอินทราชัย,intrachai college,ถนน ประชาอุทิศ ซอยเทพลีลา,13.7627539529012,100.607893024525,วิทยาลัยอินทราชัย,"intrachai college,"
1174,สภาวิศวกร,sapa witsawakorn,ถนน ประชาอุทิศ ซอยเทพลีลา,13.7639788756759,100.606349401346,สภาวิศวกร,"sapa witsawakorn,"
1175,บริษัทหินอ่อน(ถนนประชาอุทิศขาเข้า),hin aon company,ถนน ประชาอุทิศ ซอยเทพลีลา,13.7651419773185,100.604976678352,บริษัทหินอ่อน(ถนนประชาอุทิศ ขาเข้า),"hin aon company,"
1176,ตรงข้ามซอยศรีวรา,sriwara,ถนน ประชาอุทิศ ซอยรามคำแหง 39,13.7664587650274,100.603132140737,ตรงข้ามซอยศรีวรา,"sriwara,"
1177,ปั๊มปตท.ซอยโรจนมิน,PTT oil station,ถนน ประชาอุทิศ ซอยโรจนมิน,13.7672714178969,100.600936363846,ปั๊ม ปตท.,"PTT oil station,"
1178,ปั๊มเอชโซ่,Esso oil station,ถนน ประชาอุทิศ,13.767923930914,100.597386362879,ปั๊ม ESSO,"Esso oil station,"
1179,บริษัท โตโยต้ากรุงเทพยนต์ จำกัด,toyota  co.Ltd,ถนน ประชาอุทิศ,13.7684770851552,100.594730467496,บริษัทโตโยต้า กรุงเทพยนต์ จำกัด,"TOYOTA,"
1180,ตรงข้ามธนาคารกสิกรไทย,tin saphan,ถนน ประชาอุทิศ,13.7691912328404,100.590612563111,"ตรงข้ามธนาคารกสิกรไทย,ตีนสะพาน","tin saphan,"
1181,แยกเหม่งจ๋าย(ถนนประชาอุทิศขาเข้า),yaek meng chai,ถนน ประชาอุทิศ,13.7693069497091,100.588202641338,แยกเหม่งจ๋าย(ถนนประชาอุทิศ ขาเข้า),"yaek meng chai,"
1182,ไปรษณีย์ห้วยขวาง(ถนนเทียมร่วมมิตรขาเข้า),huay khwang post office,ถนน เทียมร่วมมิตร,13.7681735700711,100.586419386178,ไปรษณีย์ห้วยขวาง ถนนเทียมร่วมมิตร,"huay khwang post office,"
1183,ไปรษณีย์ห้วยขวาง(ถนนเทียมร่วมมิตรขาออก),huay khwang post office,ถนน เทียมร่วมมิตร,13.7683975941421,100.586260727568,ไปรษณีย์ห้วยขวาง ถนนเทียมร่วมมิตร ขาออก,"huay khwang post office,"
1184,แยกเหม่งจ๋าย(ถนนประชาอุทิศขาออก),yaek meng chai,ถนน ประชาอุทิศ,13.7694040181227,100.587984383029,แยกเหม่งจ๋าย ถนนประชาอุทิศ ขาออก,"yaek meng chai,"
1185,ซอยสุวรรณมณี,soi suwan mani,ถนน ประชาอุทิศ,13.7693036963629,100.590451851988,ซอยสุวรรณมณี,"soi suwan mani,"
1186,สถานทูตลาว,Lao immigration,ถนน ประชาอุทิศ,13.7690060304775,100.593336080259,สถานทูตลาว,"Lao immigration,"
1187,ร้านลีลาวดี,leelawadee,ถนน ประชาอุทิศ,13.7681264740967,100.596486208034,ร้านลีลาวดี,"leelawadee,"
1188,ร้านอาหารบ้านต้นซุง,baan ton sung restaurant,ถนน ประชาอุทิศ,13.76885944,100.60377743,ร้านอาหารบ้านต้นซุง,"baan ton sung restaurant,"
1189,ศรีวรา,sriwara,ถนน ประชาอุทิศ,13.7665662514285,100.603313181836,ศรีวรา,"sriwara,"
1190,บริษัทหินอ่อน(ถนนประชาอุทิศขาออก),hinaon compamy,ถนน ประชาอุทิศ,13.765326087195,100.604948367313,"บริษัทหินอ่อน(ถนนประชาอุทิศ ขาออก),บริษัทหินอ่อน","hinaon compamy,"
1191,ชุมชนทรัพย์สินใหม่,chumchon sapsin mai,ถนน ประชาอุทิศ,13.7642601826335,100.606234264244,ชุมชนทรัพย์สินใหม่,"chumchon sapsin mai,"
1192,ตรงข้ามซอยเทพลีลา 8,trongkham thep lila soi 8,ถนน ประชาอุทิศ,13.762181016925,100.608737900367,ตรงข้ามเทพลีลา ซอย 8,"trongkham thep lila soi 8,"
1193,ตรงข้ามซอยเทพลีลา 2,trongkham thep lila soi 2,ถนน ประชาอุทิศ,13.7604602800132,100.611885355014,ตรงข้ามเทพลีลา ซอย 2,"trongkham thep lila soi 2,"
1194,ตรงข้ามโรงเรียนแจงร้อน(ราษฎร์บูรณะ 44),tha chaeng ron,ถนน ราษฎร์บูรณะ,13.6734367838831,100.518062810786,"ตรงข้ามโรงเรียนแจงร้อน(ราษฎร์บูรณะ 44),โรงเรียนวัดแจงร้อน","tha chaeng ron,"
1195,ตรงข้ามชุมชนแจงร้อน,"jangron school, chumchon jangron",ถนน ราษฎร์บูรณะ,13.6752902525392,100.517025899734,ตรงข้ามชุมชนแจงร้อน,"jangron school, chumchon jangron,"
1196,"โกดังชัยยงค์,ซอยราษฎร์บูรณะ 36","kodang chaiyong, soi ratburana 36",ถนน ราษฎร์บูรณะ,13.676751702538,100.515039903849,"โกดังชัยยงค์, ซอยราษฎร์บูรณะ 36","kodang chaiyong, soi ratburana 36,"
1197,ตรงข้ามไฟฟ้าราษฎร์บูรณะซอย 30,soi ratburana 30,ถนน ราษฎร์บูรณะ,13.6783218694195,100.512433878229,"ตรงข้ามไฟฟ้าราษฎร์บูรณะ ซอย30,ซอยราษฎร์บูรณะ 30","soi ratburana 30,"
1198,ซอยราษฎร์บูรณะ 28 ตรงข้ามโรงแก้ว,soi ratburana 28,ถนน ราษฎร์บูรณะ,13.68025398,100.50903236,"ซอยราษฎร์บูรณะ 28 ตรงข้ามโรงแก้ว,ซอยราษฎร์บูรณะ 28","soi ratburana 28,"
1199,ศูนย์สาธารณสุขซอยราษฎร์บูรณะ 39,kan faifa yoi rat burana,ถนน ราษฎร์บูรณะ,13.6812249166085,100.506830440129,ศูนย์สาธารณสุขราษฎร์บูรณะ39,"kan faifa yoi rat burana,"
1200,คลังสินค้าราษฎร์บูรณะ,khlangsinkha rat burana,ถนน ราษฎร์บูรณะ,13.6812412267874,100.507225562445,คลังสินค้าราษฎร์บูรณะ,"khlangsinkha rat burana,"
1201,ตรงข้ามซอยราษฎร์บูรณะ 28,trongkham soi rat burana 28,ถนน ราษฎร์บูรณะ,13.67945815,100.51065651,ตรงข้ามซอยราษฎร์บูรณะ 28,"trongkham soi rat burana 28,"
1202,ซอยราษฎร์บูรณะ 27,soi rat bu ra 27,ถนน ราษฎร์บูรณะ,13.6786021660895,100.512247478593,ซอยราษฎร์บูระ 27,"soi rat bu ra 27,"
1203,"ธนาคารกสิกรไทย,ตรงข้ามซอยแพ่งสภา","kasikornthai bank, trongkham soi pang sapha",ถนน ราษฎร์บูรณะ,13.6773265264926,100.514387507446,"ธนาคารกสิกรไทย, ตรงข้ามซอยแพ่งสภา","kasikornthai bank, trongkham soi pang sapha,"
1205,หน้าตลาดไท,thai market,ถนน พหลโยธิน,14.0817653550191,100.61889152044,หน้าตลาดไท,"thai market,"
1206,ตรงข้าม มธ.ศูนย์รังสิต,[Opp.] Thammasat University Rangsit,ถนน พหลโยธิน ขาเข้า,14.0752616488459,100.618124986075,ตรงข้าม มธ.ศูนย์รังสิต,"[Opp.] Thammasat University Rangsit,"
1207,ธนาคารไทยพาณิชย์สาขาคลองหลวง,Bangkhun,ถนน พหลโยธิน ขาเข้า,14.0665917278,100.617732323174,ธนาคารไทยพาณิชย์สาขาคลองหลวง,Bangkhun
1208,ตรงข้ามหมู่บ้านกฤษดานคร,trongkham muban kritsada nakhon,ถนน พหลโยธิน ,14.0602109802585,100.617466328526,ตรงข้ามหมู่บ้านกฤษฎานคร,"trongkham muban kritsada nakhon,"
1209,ตรงข้ามซอยรัตนะ,trongkham soi rattana,ถนน พหลโยธิน ,14.0561937569667,100.61729505829,ตรงข้ามซอยรัตนะ,"trongkham soi rattana,"
1210,โรงพยาบาลภัทร-ธนบุรี,patthara hospital,ถนน พหลโยธิน ,14.0488754600095,100.617004308807,โรงพยาบาลภัทระ,"patthara hospital,"
1211,ตรงข้ามกอล์ฟแมนชั่น,golf mansion,ถนน พหลโยธิน ,14.0447484294901,100.616829213104,ตรงข้ามกอล์ฟแมนชั่น,"golf mansion,"
1212,ตรงข้ามมหาวิทยาลัยกรุงเทพรังสิต,bangkok rangsit university,ถนน พหลโยธิน ,14.0393213312107,100.616507716089,"ตรงข้ามมหาวิทยาลัยกรุงเทพรังสิต,มหาวิทยาลัยกรุงเทพรังสิต","bangkok rangsit university,"
1213,โรงงานไก่เซ็นทราโกจำกัด,centaco company,ถนน พหลโยธิน ,14.0369668182667,100.616545690981,โรงงานไก่เซ็นทราโก,"centaco company,"
1214,สุเหร่าแก้วนิมิตร,surao kaew nimith,ถนน พหลโยธิน ,14.0305728856652,100.616206007319,สุเหร่าแก้วนิมิตร,"surao kaew nimith,"
1215,ตรงข้ามบุญถาวรรังสิต,trongkham bunthawon rangsit,ถนน พหลโยธิน ซอย 26,14.0257685021405,100.616046420851,ตรงข้ามบุญถาวรรังสิต,"trongkham bunthawon rangsit,"
1218,ซอยหงส์สกุล,soi hong sakul,ถนน พหลโยธิน ,14.0286175775726,100.615549688908,ซอยหงส์สกุล,"soi hong sakul,"
1219,ตรงข้ามสุเหร่าแก้วนิมิตร,kaew nimith,ถนน พหลโยธิน ,14.0304118255216,100.615691785058,"ตรงข้ามสุเหร่าแก้วนิมิตร,แก้วนิมิตร","kaew nimith,"
1220,มหาวิทยาลัยกรุงเทพรังสิต,bangkok rangsit university,ถนน พหลโยธิน ,14.0399826107314,100.616071714822,มหาวิทยาลัยกรุงเทพรังสิต,"bangkok rangsit university,"
1222,กอล์ฟแมนชั่น,pattara hospital,ถนน พหลโยธิน ,14.0448825089597,100.616250637898,"กอล์ฟแมนชั่น,โรงพยาบาลภัทระ","pattara hospital,"
1223,ซอยคุณพระ,rattana,ถนน พหลโยธิน ,14.0491988651943,100.616368405679,"ซอยคุณพระ,รัตนะ","rattana,"
1224,ซอยรัตนะ,thai freeman,ถนน พหลโยธิน ,14.0562748832113,100.616623313305,"ซอยรัตนะ,ไทยฟรีแมน","thai freeman,"
1225,บางขัน,Bangkhun,ถนน พหลโยธิน ขาออก,14.065286581054,100.616844893489,บางขัน,Bangkhun
1226,โรงพยาบาลธรรมศาสตร์เฉลิมพระเกียรติ,Thammasat University Rangsit,ถนน พหลโยธิน ขาออก,14.0748272455155,100.617406816661,"หน้ารพ.ธรรมศาสตร์เฉลิมพระเกียรติ,มหาวิทยาลัยธรรมศาสตร์ ศูนย์รังสิต,โรงพยาบาลธรรมศาสตร์เฉลิมพระเกียรติ","Thammasat University Rangsit,Thammasat University Hospital"
1228,ตรงข้ามหมู่บ้านสุนทร 7,trongkham muban sunthon 7,ถนน เอกชัย,13.6706219802007,100.419146491494,ตรงข้ามหมู่บ้านสุนทร 7,"trongkham muban sunthon 7,"
1229,"วัดนาคปรก,ซอยเทอดไท 45",soi thoet thai 45,ถนน เทอดไท,13.718622465017,100.467712011471,"วัดนาคปรก, ซอยเทอดไท 45,ซอยเทอดไท 45","soi thoet thai 45,"
1230,"ซอยเทอดไท 30,วัดขุนจันทร์",soi thoet thai 30,ถนน ท่าดินแดง,13.7188799244816,100.471324406681,"ซอยเทอดไท 30, วัดขุนจันทร์,ซอยเทอดไท 30","soi thoet thai 30,"
1231,ซอยสมเด็จเจ้าพระยา 12,soi somdetchaophraya 12,ถนน สมเด็จเจ้าพระยา,13.73274149,100.50079131,ซอยสมเด็จเจ้าพระยา 12,"soi somdetchaophraya 12,"
1232,ซอยสมเด็จเจ้าพระยา 6,soi somdetchaophraya 6,ถนน สมเด็จเจ้าพระยา,13.73333863,100.49912991,ซอยสมเด็จเจ้าพระยา 6,"soi somdetchaophraya 6,"
1233,ตรงข้ามซอยสมเด็จเจ้าพระยา 12,trongkham soi somdetchaophraya 12,ถนน สมเด็จเจ้าพระยา,13.7326958,100.50116666,ตรงข้ามซอยสมเด็จเจ้าพระยา 12,"trongkham soi somdetchaophraya 12,"
1234,"ซอยเทอดไท 37,ตรงข้ามวัดขุนจันทร์",soi thoet thai 37,ถนน เทอดไท,13.7186379987846,100.471327890136,"ซอยเทอดไท 37, ตรงข้ามวัดขุนจันทร์","soi thoet thai 37,"
1237,ตั้งตรงจิตรพณิชยการ,Tangtrongchit College,ถนน มหาราช มุ่งหน้าปากคลองตลาด,13.7444043506823,100.492758542756,"โรงเรียนตั้งตรงจิตรพณิชยการ และพณิชยการตั้งตรงจิตร,วิทยาลัยเทคโนโลยีตั้งตรงจิตรพณิชยการ,วิทยาลัยเทคโนโลยีตั้งตรงจิตรบริหารธุรกิจ","Tangtrongchit Commercial Technological College,Tangtrongchit Business Administration Technological College"
1238,ตรงข้ามตั้งตรงจิตรพณิชยการ,OPP Tangtrongchit College,ถนน มหาราช มุ่งหน้าท่าพระจันทร์,13.7444040337657,100.492504951622,ตรงข้ามตั้งตรงจิตรพณิชยการ,OPP Tangtrongchit College
1239,วัดโพธิ์,Wat Pho,ถนน มหาราช มุ่งหน้าปากคลองตลาด,13.7454132522797,100.491790090258,"วัดโพธิ์,โรงเรียนวัดพระเชตุพน,วัดพระเชตุพนวิมลมังคลาราม","Wat Pho,Wat Prachetuphon School,Wat Prachetuphon"
1241,ถนนเฉลิมเขต,chalerm ket Rd.,ถนน พลับพลาไชย,13.74819021,100.51346645,"ถนนเฉลิมเขต,วัดเทพศิรินทร์","chalerm ket Rd.,"
1242,พาหุรัด(ไชน่าเวิลด์),Phahurat (China World),ถนน พาหุรัด มุ่งหน้าแยกพาหุรัด,13.7446058531035,100.501013962517,"พาหุรัด (ไชน่าเวิลด์),ไชน่าเวิลด์","Phahurat (China World),China World"
1244,ปากคลองตลาดสนามยิงปืน,sanam ying puen nuai banchakan raksa dindaen,ซอย ราชินี,13.7457806579482,100.496081537885,"ปากคลองตลาด สนามยิงปืน,สนามยิงปืน หน่วยบัญชาการรักษาดินแดน,","sanam ying puen nuai banchakan raksa dindaen,"
1245,แม้นศรี,mansri,ถนน บำรุงเมือง,13.7515048850591,100.510019699785,แม้นศรี,"mansri,"
1246,แยกบางขุนพรม(มูลนิธิพัฒนาคนพิการไทย),yaek bang khun phrom ( munnithi phatthana khon phikan thai ),ถนน พระราม 8,13.7666428614445,100.501661826876,แยกบางขุนพรม(มูลนิธิพัฒนาคนพิการไทย),"yaek bang khun phrom ( munnithi phatthana khon phikan thai ),"
1247,โรงแรมตรัง,Trang hotel,ถนน พระราม 8,13.7646445396486,100.5032400737,โรงแรมตรัง,"Trang hotel,"
1248,หลังวัดโสมนัสวรวิหาร,wat somemanutwarawihan,ถนน จักรพรรคิพงษ์,13.7591108148763,100.509040026045,หลังวัดโสมนัสวรวิหาร,"wat somemanutwarawihan,"
1250,การรถไฟแห่งประเทศไทย,State Railway of Thailand,ถนน เลียบคลองผดุงกรุงเกษม มุ่งหน้าหัวลำโพง,13.7449070889043,100.516545769824,การรถไฟแห่งประเทศไทย (รฟท.),State Railway of Thailand (SRT)
1252,MRT หัวลำโพง(ทางออก4),MRT Hua Lamphong (Exit 4),ถนน พระรามที่ 4 ขาเข้า,13.7370913106644,100.517847785212,โรงแรมบางกอกเซ็นเตอร์,Bangkok Centre Hotel
1253,ตรงข้ามการรถไฟแห่งประเทศไทย,OPP State Railway of Thailand,ถนน เลียบคลองผดุงกรุงเกษม มุ่งหน้านพวงศ์,13.7446777174671,100.516323376973,ตรงข้ามการรถไฟแห่งประเทศไทย,OPP State Railway of Thailand
1254,ตรงข้ามวัดโสมนัสวรวิหาร,wat somemanutwarawihan,ถนน จักรพรรคิพงษ์,13.7591249800302,100.50891465074,"ตรงข้ามวัดโสมนัสวรวิหาร,วัดโสมนัสวรวิหาร,","wat somemanutwarawihan,"
1255,โรงแรมศราวิสุทธ,sarawisut hotel,ถนน พระราม 8 ซอยวรพงษ์,13.7650308127233,100.502730736434,โรงแรมศราวิสุทธ,"sarawisut hotel,"
1256,แยกบางขุนพรหม,Bangkunpom Intersection,ถนน สามเสน ขาเข้า,13.7676120419501,100.501848232459,แยกบางขุนพรหม,Bangkunpom Intersection
1257,ไอ.คิว.เซ็นเตอร์เชิงสะพานพระราม 7,I.Q. center,ถนน พิบูลย์สงคราม,13.817801717446,100.515825297019,"ไอ.คิว.เซ็นเตอร์ เชิงสะพานพระราม7,ไอ.คิว.เซ็นเตอร์,เชิงสะพานพระราม7","I.Q. center,"
1258,"ข้างตลาดเตาปูน,แยกเตาปูน","yaek tao poon, lotus taopoon",ถนน ประชาราษฏร์ สาย2,13.8061786601377,100.531871101793,"ข้างตลาดเตาปูน,แยกเตาปูน","yaek tao poon, lotus taopoon,"
1259,เตาปูนแมนชั่น,"theater, taoppoon mansion",ถนน เตชะวณิช,13.8018423588833,100.534528351411,"โรงหนัง , เตาปูนแมนชั่น","theater, taoppoon mansion,"
1262,สะพานแดง,saphan dang,ถนน เตชะวณิช,13.7946091427528,100.530691690156,สะพานแดง,"saphan dang,"
1263,หมู่บ้านสรรพวุธนิเวศน์,muban suppawut nivej,ถนน พระรามที 5,13.7924218741388,100.529392673925,หมู่บ้านสรรพวุธนิเวศน์,"muban suppawut nivej,"
1264,แยกถนนระนอง 1,"yaek ranong 1-praram 5, pai wat pracharabuetham",ถนน พระรามที 5,13.7894396964378,100.527766557008,"แยกถนนระนอง 1,ตรงข้ามวัดประชาระบือธรรม","yaek ranong 1-praram 5, pai wat pracharabuetham,"
1265,แยกถนนระนอง 2-พระราม 5,yaek ranong 1-praram 5,ถนน พระรามที่ 5,13.7873075723224,100.526616377865,แยกถนนระนอง 2-พระราม 5,"yaek ranong 1-praram 5,"
1266,มณฑลทหารบก 11(ถนนพระราม 5 ขาเข้า),thaparak shrine,ถนน พระรามที่ 5,13.7840502816554,100.524821051768,"มณฑลทหารบก 11(ถนนพระราม 5 ขาเข้า),ศาลเจ้าเทพารักษ์,มทบ.11","thaparak shrine,"
1267,เศรษฐสุนทร,saetthasunthorn,ถนน พระรามที่ 5,13.7817391575065,100.523585021961,เศรษฐสุนทร,"saetthasunthorn,"
1268,แยกราชวัตร(ถนนพระราม 5 ขาเข้า),yaek ratchawat,ถนน พระรามที่ 5,13.7799799760015,100.522672952622,"แยกราชวัตร(ถนนพระราม 5 ขาเข้า),แยกราชวัตร","yaek ratchawat,"
1269,ตรงข้ามซอยวัดอัมพวัน,trongkham soi wat umpawan,ถนน พระรามที่ 5,13.778472738725,100.521852450175,ตรงข้ามซอยวัดอัมพวัน,"trongkham soi wat umpawan,"
1270,โรงเรียนวชิราวุธิวิทยาลัย(พระราม 5),wachirawut wittayalai school (praram 5),ถนน พระรามที่ 5,13.7759583546899,100.520370339545,โรงเรียนวชิราวุธิวิทยาลัย(พระราม 5),"wachirawut wittayalai school (praram 5),"
1271,ซอยสุจริต 1,soi sujarit 1,ถนน พระรามที่ 5,13.7747688646104,100.519795368742,ซอยสุจริต 1,"soi sujarit 1,"
1272,ตรงข้ามเขาดิน(ด้านถนนพระราม 6),dusit zoo,ถนน พระรามที่ 5,13.7704273234987,100.517409292244,"ตรงข้ามเขาดิน(ด้านถนนพระราม 6),เขาดิน","dusit zoo,"
1273,โรงเรียนจิตรลดา,jitlada school,ถนน พระรามที่ 5,13.7677031157171,100.515935994308,โรงเรียนจิตรลดา,"jitlada school,"
1274,ซอยนครสวรรค์ 2,soi nakhonsawan 2,ถนน นครสวรรค์,13.7590971574017,100.511120175864,ซอยนครสวรรค์ 2,"soi nakhonsawan 2,"
1275,ปากคลองตลาด(คลองหลอด),Pak Klong Talad (Khlong Lod),ถนน อัษฎางค์ มุ่งหน้าราชดำเนิน,13.7439232522448,100.496256251299,ปากคลองตลาด (คลองหลอด),Pak Klong Talad (Khlong Lod)
1276,สนามเสือป่า(พระราม 5),sanam suepaa (praram5),ถนน พระรามที่ 5,13.7657461344693,100.514784564897,สนามเสือป่า(พระราม 5),"sanam suepaa (praram5),"
1278,ซอยวัดอัมพวัน,soi wat unpawan,ถนน พระรามที่ 5,13.7786795833151,100.521859092866,ซอยวัดอัมพวัน,"soi wat unpawan,"
1279,ตรงข้ามซอยสงวนสุข,trongkham soi sa-nguan suk,ถนน พระรามที่ 5,13.7801455065113,100.522660610758,ตรงข้ามซอยสงวนสุข,"trongkham soi sa-nguan suk,"
1280,"ตรงข้ามปั๊มปตท.ศูนย์บริการพรลดาสาขา1,วัดน้อยนพคุณ","trongkham pam pototho sun borikan phon lada sakha 1 , wat noi nopphakhun",ถนน พระรามที่ 5,13.7826683304148,100.52399446964,"ตรงข้ามปั๊ม ปตท.ศูนย์บริการพรลดา สาขา 1 , วัดน้อยนพคุณ","trongkham pam pototho sun borikan phon lada sakha 1 , wat noi nopphakhun,"
1281,สะพานเกษะโกมล,trongkham krom rat wang bawon sathan mongkhon,ถนน พระรามที่ 5,13.7850900074171,100.525329047342,"สะพานเกษะโกมล,มท11","trongkham krom rat wang bawon sathan mongkhon,"
1282,ตรงข้ามซอยสินทรัพย์,trongkham soi sinsap,ซอย สินนทรัพย์ พระราม 5,13.7861623001276,100.525925593248,ตรงข้ามซอยสินทรัพย์,"trongkham soi sinsap,"
1283,ตรงข้ามแยกถนนระนอง 2-พระราม 5,yaek thanon ranong 2- phra ram 5,ถนน พระรามที่ 5,13.7874823719468,100.526641153732,ตรงข้ามแยกถนนระนอง 2-พระราม 5,"yaek thanon ranong 2- phra ram 5,"
1284,หมู่บ้านสรรพวุธนิเวศน์,"muban sap wut niwet , kromthahan sap wut",ถนน พระรามที่ 5,13.7923211807164,100.529283487357,"กรมทหารสรรพวุธ,","muban sap wut niwet , kromthahan sap wut,"
1285,"กรมสรรพวุธ,สะพานแดง","trongkham rongrian chang akat bamrung , krom san pha wut",ถนน เตชะวณิช,13.7950308638741,100.530741395439,"กรมสรรพวุธ,สะพานแดง","trongkham rongrian chang akat bamrung , krom san pha wut,"
1286,"ตรงข้ามโรงเรียนช่างอากาศอำรุง,กรมสรรพาวุธ",samoson thahan akat bang sue,ถนน เตชะวณิช,13.7965098852383,100.531548824084,"ตรงข้ามโรงเรียนช่างอากาศอำรุง , กรมสรรพาวุธ,ตรงข้ามสโมสรทหารอากาศบางซื่อ,","samoson thahan akat bang sue,"
1287,"วัดธรรมาภิรตาราม,ตรงข้ามวัดสะพานสูง","wat thammaphitaram, trongkham wat saphan soong",ถนน เตชะวณิช,13.7991940077311,100.533017589706,"วัดธรรมาภิรตาราม , ตรงข้ามวัดสะพานสูง","wat thammaphitaram, trongkham wat saphan soong,"
1288,ตรงข้ามเตาปูนแมนชั่น,trongkham Taopoon mansion,ถนน เตชะวณิช,13.8019346978971,100.53454291834,"ตรงข้ามเตาปูนแมนชั่น,ตรงข้ามโรงหนัง","trongkham Taopoon mansion,"
1289,"ตรงข้ามหลังตลาดเตาปูน,เฉลิมพันธ์เก่า",yaek taopoon,ถนน เตชะวณิช,13.8057964518058,100.532425147812,"ตรงข้ามหลังตลาดเตาปูน,เฉลิมพันธ์เก่า,แยกเตาปูน,ตรงข้ามหลังตลาดเตาปูน","yaek taopoon,"
1290,แยกถนนระนอง 1-พระราม 5,yaek thanon ranong 1- phra ram 5,ถนน พระราม 5,13.7888554572789,100.527419060024,แยกถนนระนอง 1-พระราม 5,"yaek thanon ranong 1- phra ram 5,"
1291,ตรงข้ามวัดนครอินทร์,trongkham thanon 1-praram 5,ถนน นครอินทร์,13.8350015748153,100.502095051247,ตรงข้ามวัดนครอินทร์,"trongkham thanon 1-praram 5,"
1292,แฟลตอินโดไทย,Flat Indo Thailand,ถนน เสรีไทย,13.8080752883153,100.714973742836,"แฟลตอินโดไทย,ตรงข้ามหมู่บ้านพนาสนธิ์,","Flat Indo Thailand,"
1294,ตรงข้ามสวนจิตรลดา,suan jitlada,ถนน ศรีอยุธ่ยา,13.7637660008495,100.520906936161,ตรงข้ามสวนจิตรลดา,"suan jitlada,"
1295,วัดเบญจมบพิตรดุสิตวนารามราชวรวิหาร,wat benjamapitt,ถนน ศรีอยุธ่ยา,13.7676144065339,100.512516252027,วัดเบญจมบพิตร,"wat benjamapitt,"
